"Step","medium_openwebtext_v2 - decoder_train_loss","medium_openwebtext_v2 - decoder_train_loss__MIN","medium_openwebtext_v2 - decoder_train_loss__MAX"
"45500","4.847164930343628","4.847164930343628","4.847164930343628"
"46000","4.860676944732666","4.860676944732666","4.860676944732666"
"46500","4.849806270599365","4.849806270599365","4.849806270599365"
"47000","4.846090893745423","4.846090893745423","4.846090893745423"
"47500","4.835601989746094","4.835601989746094","4.835601989746094"
"48000","4.83701794719696","4.83701794719696","4.83701794719696"
"48500","4.831676762580871","4.831676762580871","4.831676762580871"
"49000","4.838192320823669","4.838192320823669","4.838192320823669"
"49500","4.82543510055542","4.82543510055542","4.82543510055542"
"50000","4.83954661655426","4.83954661655426","4.83954661655426"
"50500","4.822285140991211","4.822285140991211","4.822285140991211"
"51000","4.823901774406433","4.823901774406433","4.823901774406433"
"51500","4.821627707481384","4.821627707481384","4.821627707481384"
"52000","4.828774623870849","4.828774623870849","4.828774623870849"
"52500","4.8176982231140135","4.8176982231140135","4.8176982231140135"
"53000","4.817407041549683","4.817407041549683","4.817407041549683"
"53500","4.812327606201172","4.812327606201172","4.812327606201172"
"54000","4.807084404945374","4.807084404945374","4.807084404945374"
"54500","4.8158622007369996","4.8158622007369996","4.8158622007369996"
"55000","4.803941718101502","4.803941718101502","4.803941718101502"
"55500","4.812799967765808","4.812799967765808","4.812799967765808"
"56000","4.803518781661987","4.803518781661987","4.803518781661987"
"56500","4.807375067710876","4.807375067710876","4.807375067710876"
"57000","4.811306127548217","4.811306127548217","4.811306127548217"
"57500","4.793742972373963","4.793742972373963","4.793742972373963"
"58000","4.796785810470581","4.796785810470581","4.796785810470581"
"58500","4.784319187164306","4.784319187164306","4.784319187164306"
"59000","4.792723068237304","4.792723068237304","4.792723068237304"
"59500","4.786294164657593","4.786294164657593","4.786294164657593"
"60000","4.7841670627593995","4.7841670627593995","4.7841670627593995"
"60500","4.791445495605469","4.791445495605469","4.791445495605469"
"61000","4.78641502571106","4.78641502571106","4.78641502571106"
"61500","4.784189993858337","4.784189993858337","4.784189993858337"
"62000","4.778570616722107","4.778570616722107","4.778570616722107"
"62500","4.788954402923584","4.788954402923584","4.788954402923584"
"63000","4.769046876907349","4.769046876907349","4.769046876907349"
"63500","4.78680358505249","4.78680358505249","4.78680358505249"
"64000","4.784931600570679","4.784931600570679","4.784931600570679"
"64500","4.775680905342102","4.775680905342102","4.775680905342102"
"65000","4.766942383766175","4.766942383766175","4.766942383766175"
"65500","4.774296499252319","4.774296499252319","4.774296499252319"
"66000","4.775697914123535","4.775697914123535","4.775697914123535"
"66500","4.769439298629761","4.769439298629761","4.769439298629761"
"67000","4.7738963861465455","4.7738963861465455","4.7738963861465455"
"67500","4.762207980155945","4.762207980155945","4.762207980155945"
"68000","4.768285243988037","4.768285243988037","4.768285243988037"
"68500","4.768308094978332","4.768308094978332","4.768308094978332"
"69000","4.7556787919998165","4.7556787919998165","4.7556787919998165"
"69500","4.753934100151062","4.753934100151062","4.753934100151062"
"70000","4.763392678260804","4.763392678260804","4.763392678260804"
"70500","4.757077105522156","4.757077105522156","4.757077105522156"
"71000","4.765210247993469","4.765210247993469","4.765210247993469"
"71500","4.7551336803436275","4.7551336803436275","4.7551336803436275"
"72000","4.753238779067993","4.753238779067993","4.753238779067993"
"72500","4.747175827980041","4.747175827980041","4.747175827980041"
"73000","4.737060584068298","4.737060584068298","4.737060584068298"
"73500","4.748716863632202","4.748716863632202","4.748716863632202"
"74000","4.75167353439331","4.75167353439331","4.75167353439331"
"74500","4.754663302421569","4.754663302421569","4.754663302421569"
"75000","4.747394842147827","4.747394842147827","4.747394842147827"
"75500","4.738711967468261","4.738711967468261","4.738711967468261"
"76000","4.745793683052063","4.745793683052063","4.745793683052063"
"76500","4.735569164276123","4.735569164276123","4.735569164276123"
"77000","4.748122819900512","4.748122819900512","4.748122819900512"
"77500","4.750241358757019","4.750241358757019","4.750241358757019"
"78000","4.739692795753479","4.739692795753479","4.739692795753479"
"78500","4.733165936470032","4.733165936470032","4.733165936470032"
"79000","4.736972683906555","4.736972683906555","4.736972683906555"
"79500","4.732119425773621","4.732119425773621","4.732119425773621"
"80000","4.732840860366822","4.732840860366822","4.732840860366822"
"80500","4.732893110275269","4.732893110275269","4.732893110275269"
"81000","4.737332902908325","4.737332902908325","4.737332902908325"
"81500","4.728471314430236","4.728471314430236","4.728471314430236"
"82000","4.724624279975891","4.724624279975891","4.724624279975891"
"82500","4.73822069644928","4.73822069644928","4.73822069644928"
"83000","4.7300226020812985","4.7300226020812985","4.7300226020812985"
"83500","4.7359646110534666","4.7359646110534666","4.7359646110534666"
"84000","4.730944876670837","4.730944876670837","4.730944876670837"
"84500","4.721703596115113","4.721703596115113","4.721703596115113"
"85000","4.740738269805909","4.740738269805909","4.740738269805909"
"85500","4.732093229293823","4.732093229293823","4.732093229293823"
"86000","4.723965058326721","4.723965058326721","4.723965058326721"
"86500","4.721219960212707","4.721219960212707","4.721219960212707"
"87000","4.730913026809692","4.730913026809692","4.730913026809692"
"87500","4.72493860912323","4.72493860912323","4.72493860912323"
"88000","4.72350332736969","4.72350332736969","4.72350332736969"
"88500","4.7253104104995725","4.7253104104995725","4.7253104104995725"
"89000","4.711298993110657","4.711298993110657","4.711298993110657"
"89500","4.717488947868347","4.717488947868347","4.717488947868347"
"90000","4.719423726081848","4.719423726081848","4.719423726081848"
"90500","4.715493026733398","4.715493026733398","4.715493026733398"
"91000","4.724544291496277","4.724544291496277","4.724544291496277"
"91500","4.716482062339782","4.716482062339782","4.716482062339782"
"92000","4.7207124824523925","4.7207124824523925","4.7207124824523925"
"92500","4.724197716712951","4.724197716712951","4.724197716712951"
"93000","4.7067328634262084","4.7067328634262084","4.7067328634262084"
"93500","4.719649940490723","4.719649940490723","4.719649940490723"
"94000","4.7154924659729005","4.7154924659729005","4.7154924659729005"
"94500","4.7087997598648075","4.7087997598648075","4.7087997598648075"
"95000","4.714775835990905","4.714775835990905","4.714775835990905"
"95500","4.708066087722778","4.708066087722778","4.708066087722778"
"96000","4.711078671455383","4.711078671455383","4.711078671455383"
"96500","4.712269323348999","4.712269323348999","4.712269323348999"
"97000","4.711978535652161","4.711978535652161","4.711978535652161"
"97500","4.714986818313599","4.714986818313599","4.714986818313599"
"98000","4.703812666893006","4.703812666893006","4.703812666893006"
"98500","4.703767815589905","4.703767815589905","4.703767815589905"
"99000","4.714116373062134","4.714116373062134","4.714116373062134"
"99500","4.715806920051575","4.715806920051575","4.715806920051575"
"100000","4.70817764377594","4.70817764377594","4.70817764377594"
"100500","4.7020114402771","4.7020114402771","4.7020114402771"
"101000","4.703509188652038","4.703509188652038","4.703509188652038"
"101500","4.712369340896607","4.712369340896607","4.712369340896607"
"102000","4.710104248046875","4.710104248046875","4.710104248046875"
"102500","4.712036477088928","4.712036477088928","4.712036477088928"
"103000","4.71113880443573","4.71113880443573","4.71113880443573"
"103500","4.6976782379150395","4.6976782379150395","4.6976782379150395"
"104000","4.70629032421112","4.70629032421112","4.70629032421112"
"104500","4.69922114944458","4.69922114944458","4.69922114944458"
"105000","4.709065800666809","4.709065800666809","4.709065800666809"
"105500","4.7034401006698605","4.7034401006698605","4.7034401006698605"
"106000","4.69573868560791","4.69573868560791","4.69573868560791"
"106500","4.696403366088867","4.696403366088867","4.696403366088867"
"107000","4.709960103034973","4.709960103034973","4.709960103034973"
"107500","4.69805380821228","4.69805380821228","4.69805380821228"
"108000","4.69395476436615","4.69395476436615","4.69395476436615"
"108500","4.696499505996704","4.696499505996704","4.696499505996704"
"109000","4.692461170196533","4.692461170196533","4.692461170196533"
"109500","4.710565972328186","4.710565972328186","4.710565972328186"
"110000","4.698071056365967","4.698071056365967","4.698071056365967"
"110500","4.707529335021973","4.707529335021973","4.707529335021973"
"111000","4.7059265947341915","4.7059265947341915","4.7059265947341915"
"111500","4.700935346603393","4.700935346603393","4.700935346603393"
"112000","4.6985126419067385","4.6985126419067385","4.6985126419067385"
"112500","4.701983120918274","4.701983120918274","4.701983120918274"
"113000","4.70502979183197","4.70502979183197","4.70502979183197"
"113500","4.697285056114197","4.697285056114197","4.697285056114197"
"114000","4.692859275817871","4.692859275817871","4.692859275817871"
"114500","4.690338834762573","4.690338834762573","4.690338834762573"
"115000","4.693442363739013","4.693442363739013","4.693442363739013"
"115500","4.699432312965393","4.699432312965393","4.699432312965393"
"116000","4.699882335662842","4.699882335662842","4.699882335662842"
"116500","4.68624550819397","4.68624550819397","4.68624550819397"
"117000","4.690610904693603","4.690610904693603","4.690610904693603"
"117500","4.692331955909729","4.692331955909729","4.692331955909729"
"118000","4.699307910919189","4.699307910919189","4.699307910919189"
"118500","4.695677967071533","4.695677967071533","4.695677967071533"
"119000","4.6954213819503785","4.6954213819503785","4.6954213819503785"
"119500","4.691628435134888","4.691628435134888","4.691628435134888"
"120000","4.696407292366028","4.696407292366028","4.696407292366028"
"120500","4.687611240386963","4.687611240386963","4.687611240386963"
"121000","4.687089624404908","4.687089624404908","4.687089624404908"
"121500","4.686673609733582","4.686673609733582","4.686673609733582"
"122000","4.689240409851074","4.689240409851074","4.689240409851074"
"122500","4.695964742660522","4.695964742660522","4.695964742660522"
"123000","4.697313642501831","4.697313642501831","4.697313642501831"
"123500","4.695987617492675","4.695987617492675","4.695987617492675"
"124000","4.6966052827835085","4.6966052827835085","4.6966052827835085"
"124500","4.705721514701843","4.705721514701843","4.705721514701843"
"125000","4.6968130741119385","4.6968130741119385","4.6968130741119385"
"125500","4.686549763679505","4.686549763679505","4.686549763679505"
"126000","4.687471695899964","4.687471695899964","4.687471695899964"
"126500","4.700027749061585","4.700027749061585","4.700027749061585"
"127000","4.69825214099884","4.69825214099884","4.69825214099884"
"127500","4.6952846755981446","4.6952846755981446","4.6952846755981446"
"128000","4.69231058216095","4.69231058216095","4.69231058216095"
"128500","4.69497536945343","4.69497536945343","4.69497536945343"
"129000","4.700325139045716","4.700325139045716","4.700325139045716"
"129500","4.6943600454330445","4.6943600454330445","4.6943600454330445"
"130000","4.692552263259888","4.692552263259888","4.692552263259888"
"130500","4.6884908142089845","4.6884908142089845","4.6884908142089845"
"131000","4.696328337669373","4.696328337669373","4.696328337669373"
"131500","4.69191913986206","4.69191913986206","4.69191913986206"
"132000","4.690141704559326","4.690141704559326","4.690141704559326"
"132500","4.6956915216445925","4.6956915216445925","4.6956915216445925"
"133000","4.702410121917724","4.702410121917724","4.702410121917724"
"133500","4.700996068954468","4.700996068954468","4.700996068954468"
"134000","4.692136450767517","4.692136450767517","4.692136450767517"
"134500","4.694201009750366","4.694201009750366","4.694201009750366"
"135000","4.698480255126953","4.698480255126953","4.698480255126953"
"135500","4.694641891479492","4.694641891479492","4.694641891479492"
"136000","4.699452117919922","4.699452117919922","4.699452117919922"
"136500","4.691971730232239","4.691971730232239","4.691971730232239"
"137000","4.692181919097901","4.692181919097901","4.692181919097901"
"137500","4.685573021888733","4.685573021888733","4.685573021888733"
"138000","4.69474515247345","4.69474515247345","4.69474515247345"
"138500","4.699770129203796","4.699770129203796","4.699770129203796"
"139000","4.685050922393799","4.685050922393799","4.685050922393799"
"139500","4.702572709083557","4.702572709083557","4.702572709083557"
"140000","4.687016448974609","4.687016448974609","4.687016448974609"
"140500","4.700139491081238","4.700139491081238","4.700139491081238"
"141000","4.687106412887573","4.687106412887573","4.687106412887573"
"141500","4.696703964233398","4.696703964233398","4.696703964233398"
"142000","4.693351922035217","4.693351922035217","4.693351922035217"
"142500","4.700985671043396","4.700985671043396","4.700985671043396"
"143000","4.697002669334411","4.697002669334411","4.697002669334411"
"143500","4.6962002820968625","4.6962002820968625","4.6962002820968625"
"144000","4.694621788978576","4.694621788978576","4.694621788978576"
"144500","4.69822820854187","4.69822820854187","4.69822820854187"
"145000","4.705347228050232","4.705347228050232","4.705347228050232"
"145500","4.688448292732239","4.688448292732239","4.688448292732239"
"146000","4.698490744590759","4.698490744590759","4.698490744590759"
"146500","4.695002132415771","4.695002132415771","4.695002132415771"
"147000","4.697479236602783","4.697479236602783","4.697479236602783"
"147500","4.693703758239746","4.693703758239746","4.693703758239746"
"148000","4.703997855186462","4.703997855186462","4.703997855186462"
"148500","4.696979280471802","4.696979280471802","4.696979280471802"
"149000","4.691544287681579","4.691544287681579","4.691544287681579"
"149500","4.691979197502136","4.691979197502136","4.691979197502136"
"150000","4.690445215225219","4.690445215225219","4.690445215225219"
"150500","4.694679514884949","4.694679514884949","4.694679514884949"
"151000","4.6936958169937135","4.6936958169937135","4.6936958169937135"
"151500","4.694383599281311","4.694383599281311","4.694383599281311"
"152000","4.6974184112548825","4.6974184112548825","4.6974184112548825"
"152500","4.701969936370849","4.701969936370849","4.701969936370849"
"153000","4.708782521247864","4.708782521247864","4.708782521247864"
"153500","4.699444732666016","4.699444732666016","4.699444732666016"
"154000","4.699101263999939","4.699101263999939","4.699101263999939"
"154500","4.693831331253052","4.693831331253052","4.693831331253052"
"155000","4.698626908302307","4.698626908302307","4.698626908302307"
"155500","4.694675184249878","4.694675184249878","4.694675184249878"
"156000","4.70525514125824","4.70525514125824","4.70525514125824"
"156500","4.695380003929138","4.695380003929138","4.695380003929138"
"157000","4.69482407283783","4.69482407283783","4.69482407283783"
"157500","4.694707815170288","4.694707815170288","4.694707815170288"
"158000","4.694478928565979","4.694478928565979","4.694478928565979"
"158500","4.695978960037231","4.695978960037231","4.695978960037231"
"159000","4.693567833900452","4.693567833900452","4.693567833900452"
"159500","4.7029319038391115","4.7029319038391115","4.7029319038391115"
"160000","4.701820187568664","4.701820187568664","4.701820187568664"
"160500","4.700257188796997","4.700257188796997","4.700257188796997"
"161000","4.693812537193298","4.693812537193298","4.693812537193298"
"161500","4.700152087211609","4.700152087211609","4.700152087211609"
"162000","4.698285448074341","4.698285448074341","4.698285448074341"
"162500","4.70388454246521","4.70388454246521","4.70388454246521"
"163000","4.698006321907044","4.698006321907044","4.698006321907044"
"163500","4.701558993339539","4.701558993339539","4.701558993339539"
"164000","4.6992383375167845","4.6992383375167845","4.6992383375167845"
"164500","4.7013827390670775","4.7013827390670775","4.7013827390670775"
"165000","4.7044834079742435","4.7044834079742435","4.7044834079742435"
"165500","4.700873497962951","4.700873497962951","4.700873497962951"
"166000","4.701360920906067","4.701360920906067","4.701360920906067"
"166500","4.703508053779602","4.703508053779602","4.703508053779602"
"167000","4.699232333183288","4.699232333183288","4.699232333183288"
"167500","4.706537668228149","4.706537668228149","4.706537668228149"
"168000","4.698895278930664","4.698895278930664","4.698895278930664"
"168500","4.689963533401489","4.689963533401489","4.689963533401489"
"169000","4.698295152664184","4.698295152664184","4.698295152664184"
"169500","4.704656541824341","4.704656541824341","4.704656541824341"
"170000","4.706477991104126","4.706477991104126","4.706477991104126"
"170500","4.706416556358337","4.706416556358337","4.706416556358337"
"171000","4.71018860244751","4.71018860244751","4.71018860244751"
"171500","4.704187118530274","4.704187118530274","4.704187118530274"
"172000","4.702289018630982","4.702289018630982","4.702289018630982"
"172500","4.703461673736572","4.703461673736572","4.703461673736572"
"173000","4.702745326042176","4.702745326042176","4.702745326042176"
"173500","4.702933148384094","4.702933148384094","4.702933148384094"
"174000","4.6998847436904905","4.6998847436904905","4.6998847436904905"
"174500","4.699358474731445","4.699358474731445","4.699358474731445"
"175000","4.704719957351685","4.704719957351685","4.704719957351685"
"175500","4.712996466636658","4.712996466636658","4.712996466636658"
"176000","4.704504616737366","4.704504616737366","4.704504616737366"
"176500","4.706641300201416","4.706641300201416","4.706641300201416"
"177000","4.709226769447326","4.709226769447326","4.709226769447326"
"177500","4.709177817344665","4.709177817344665","4.709177817344665"
"178000","4.7083381032943725","4.7083381032943725","4.7083381032943725"
"178500","4.712407245635986","4.712407245635986","4.712407245635986"
"179000","4.71748090839386","4.71748090839386","4.71748090839386"
"179500","4.705683645248413","4.705683645248413","4.705683645248413"
"180000","4.709034117698669","4.709034117698669","4.709034117698669"
"180500","4.71526478767395","4.71526478767395","4.71526478767395"
"181000","4.713162802696228","4.713162802696228","4.713162802696228"
"181500","4.700980596542358","4.700980596542358","4.700980596542358"
"182000","4.705437193870544","4.705437193870544","4.705437193870544"
"182500","4.718150261878967","4.718150261878967","4.718150261878967"
"183000","4.709936278343201","4.709936278343201","4.709936278343201"
"183500","4.71079593372345","4.71079593372345","4.71079593372345"
"184000","4.70797977924347","4.70797977924347","4.70797977924347"
"184500","4.712400382995606","4.712400382995606","4.712400382995606"
"185000","4.714425853729248","4.714425853729248","4.714425853729248"
"185500","4.719198148727417","4.719198148727417","4.719198148727417"
"186000","4.705918339729309","4.705918339729309","4.705918339729309"
"186500","4.699871402740478","4.699871402740478","4.699871402740478"
"187000","4.712269684791565","4.712269684791565","4.712269684791565"
"187500","4.719499005317688","4.719499005317688","4.719499005317688"
"188000","4.716760807037353","4.716760807037353","4.716760807037353"
"188500","4.706669241905212","4.706669241905212","4.706669241905212"
"189000","4.709199845314026","4.709199845314026","4.709199845314026"
"189500","4.717953421592712","4.717953421592712","4.717953421592712"
"190000","4.717257733345032","4.717257733345032","4.717257733345032"
"190500","4.723930373191833","4.723930373191833","4.723930373191833"
"191000","4.728452320098877","4.728452320098877","4.728452320098877"
"191500","4.722861629486084","4.722861629486084","4.722861629486084"
"192000","4.72780961227417","4.72780961227417","4.72780961227417"
"192500","4.723103799819946","4.723103799819946","4.723103799819946"
"193000","4.722719698905945","4.722719698905945","4.722719698905945"
"193500","4.721493416786194","4.721493416786194","4.721493416786194"
"194000","4.724434551239014","4.724434551239014","4.724434551239014"
"194500","4.727310977935791","4.727310977935791","4.727310977935791"
"195000","4.721314822196961","4.721314822196961","4.721314822196961"
"195500","4.723684621810913","4.723684621810913","4.723684621810913"
"196000","4.7266958179473875","4.7266958179473875","4.7266958179473875"
"196500","4.723013261795044","4.723013261795044","4.723013261795044"
"197000","4.719988828659058","4.719988828659058","4.719988828659058"
"197500","4.722938720703125","4.722938720703125","4.722938720703125"
"198000","4.727227820396424","4.727227820396424","4.727227820396424"
"198500","4.722533946037292","4.722533946037292","4.722533946037292"
"199000","4.736678465843201","4.736678465843201","4.736678465843201"
"199500","4.7248987846374515","4.7248987846374515","4.7248987846374515"
"200000","4.722859662055969","4.722859662055969","4.722859662055969"
"200500","4.723663737297058","4.723663737297058","4.723663737297058"
"201000","4.731672357559204","4.731672357559204","4.731672357559204"
"201500","4.732355648040771","4.732355648040771","4.732355648040771"
"202000","4.7302965784072875","4.7302965784072875","4.7302965784072875"
"202500","4.72170849609375","4.72170849609375","4.72170849609375"
"203000","4.7199644889831545","4.7199644889831545","4.7199644889831545"
"203500","4.733156288146973","4.733156288146973","4.733156288146973"
"204000","4.721112787246704","4.721112787246704","4.721112787246704"
"204500","4.731121474266052","4.731121474266052","4.731121474266052"
"205000","4.728794763565063","4.728794763565063","4.728794763565063"
"205500","4.7251095180511475","4.7251095180511475","4.7251095180511475"
"206000","4.729614203453064","4.729614203453064","4.729614203453064"
"206500","4.726987663269043","4.726987663269043","4.726987663269043"
"207000","4.72639794921875","4.72639794921875","4.72639794921875"
"207500","4.727969682693481","4.727969682693481","4.727969682693481"
"208000","4.737034870147705","4.737034870147705","4.737034870147705"
"208500","4.729568816184997","4.729568816184997","4.729568816184997"
"209000","4.728813704490662","4.728813704490662","4.728813704490662"
"209500","4.721623569488526","4.721623569488526","4.721623569488526"
"210000","4.737154679298401","4.737154679298401","4.737154679298401"
"210500","4.734871860504151","4.734871860504151","4.734871860504151"
"211000","4.733232906341553","4.733232906341553","4.733232906341553"
"211500","4.7363478384017945","4.7363478384017945","4.7363478384017945"
"212000","4.735430782318115","4.735430782318115","4.735430782318115"
"212500","4.7406322917938235","4.7406322917938235","4.7406322917938235"
"213000","4.729469659805297","4.729469659805297","4.729469659805297"
"213500","4.735002437591553","4.735002437591553","4.735002437591553"
"214000","4.737185640335083","4.737185640335083","4.737185640335083"
"214500","4.733961991310119","4.733961991310119","4.733961991310119"
"215000","4.732915094375611","4.732915094375611","4.732915094375611"
"215500","4.740112209320069","4.740112209320069","4.740112209320069"
"216000","4.731563231468201","4.731563231468201","4.731563231468201"
"216500","4.730732045173645","4.730732045173645","4.730732045173645"
"217000","4.740602709770203","4.740602709770203","4.740602709770203"
"217500","4.737406707763672","4.737406707763672","4.737406707763672"
"218000","4.7311902551651","4.7311902551651","4.7311902551651"
"218500","4.736304528236389","4.736304528236389","4.736304528236389"
"219000","4.742306478500367","4.742306478500367","4.742306478500367"
"219500","4.740239654541016","4.740239654541016","4.740239654541016"
"220000","4.734292538642883","4.734292538642883","4.734292538642883"
"220500","4.732648814201355","4.732648814201355","4.732648814201355"
"221000","4.746835210800171","4.746835210800171","4.746835210800171"
"221500","4.741787585258484","4.741787585258484","4.741787585258484"
"222000","4.742219509124756","4.742219509124756","4.742219509124756"
"222500","4.738072481155395","4.738072481155395","4.738072481155395"
"223000","4.737508097648621","4.737508097648621","4.737508097648621"
"223500","4.743077933311462","4.743077933311462","4.743077933311462"
"224000","4.740609143257141","4.740609143257141","4.740609143257141"
"224500","4.742539164543152","4.742539164543152","4.742539164543152"
"225000","4.746165851593018","4.746165851593018","4.746165851593018"
"225500","4.7498184099197385","4.7498184099197385","4.7498184099197385"
"226000","4.746942153930664","4.746942153930664","4.746942153930664"
"226500","4.747519623756409","4.747519623756409","4.747519623756409"
"227000","4.747960736274719","4.747960736274719","4.747960736274719"
"227500","4.7427142190933225","4.7427142190933225","4.7427142190933225"
"228000","4.751192851066589","4.751192851066589","4.751192851066589"
